cast,certificate,genre,grosscollection,imdbrating,imglinks,metascore,movie,noofvotes,plot,production_year,release_date,runtime,tconst,gtrendssearch,date
"     Director: Rajesh Pillai |      Stars: Manoj Bajpayee,  Jimmy Sheirgill,  Divya Dutta,  Prasenjit Chatterjee ",NA,"Adventure, Drama, Thriller            ",NA,6.7,"https://ia.media-imdb.com/images/M/MV5BOTY0M2Q0OWUtNjlkNS00NDA3LWI3MjktMWUzZDFhZjMwZjkyXkEyXkFqcGdeQXVyMjQwOTU5NTg@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Traffic,2132,    An emotional thriller based on a road trip from Mumbai to Pune. Inspired from the real events that happened in Chennai,2016,06-May-16,104 min,tt2939912,Traffic,2016-05-06
"     Director: Vikram Bhatt |      Stars: Emraan Hashmi,  Kriti Kharbanda,  Suzanna Mukherjee,  Gaurav Arora ",A,"Horror, Mystery, Romance            ",NA,4.5,"https://ia.media-imdb.com/images/M/MV5BMTUzOTU1MzI5MV5BMl5BanBnXkFtZTgwNDAyNTU5ODE@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,Raaz Reboot,1316,"    The fourth installment of a horror series that explores secrets, mysteries and human frailties.",2016,16-Sep-16,128 min,tt5639388,Raaz Reboot,2016-09-16
"     Director: Pawan Kripalani |      Stars: Radhika Apte,  Amrita Bagchi,  Nivedita Bhattacharya,  Yashaswini Dayama ",A,"Drama, Mystery, Thriller            ",NA,6.9,"https://ia.media-imdb.com/images/M/MV5BMDJlZjcyZjEtZmY3YS00NDRlLWI2NDYtNjk5MzE5Nzk5YWVmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Phobia,1963,"    An agoraphobic young woman, traumatized by past events, finds herself trapped and terrorized in her own home.",2016,27-May-16,112 min,tt5743656,Phobia,2016-05-27
"     Director: Anu Menon |      Stars: Naseeruddin Shah,  Kalki Koechlin,  Jennifer Antony,  Ashish Bhatia ",A,Drama            ,NA,7.2,"https://ia.media-imdb.com/images/M/MV5BZDMwYjQ0YTAtZjQ3MC00YzA2LWExZTEtZWMyNzg5NTQ0YWMwXkEyXkFqcGdeQXVyMjQwOTU5NTg@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Waiting,1255,    Shiv and Tara support each other while their partners are healing at the hospital.,2015,27-May-16,92 min,tt4818930,Waiting,2016-05-27
"     Director: Shujaat Saudagar |      Stars: Farhan Akhtar,  Shraddha Kapoor,  Arjun Rampal,  Purab Kohli ",NA,"Drama, Music            ",NA,5,"https://ia.media-imdb.com/images/M/MV5BMjZmMGEzYTMtNGJhNC00ZTEyLThjOTAtMTNiNGY1ZjEzMGM0XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Rock On 2,1583,"    The band, Magik reunites with some new members.",2016,11-Nov-16,143 min,tt2137241,Rock On 2,2016-11-11
"     Director: Vaibhav Misra |      Stars: Kishore Bhatt,  Tisca Chopra,  Benaf Dadachanji,  Farida Dadi ",NA,"Comedy, Romance            ",NA,4.5,"https://ia.media-imdb.com/images/M/MV5BYzcyMjgzNDYtZmE1NC00MmIwLTg5ZDItYjE4Njk1ZWY1ZmYyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR0,0,140,209_AL_.jpg",-1,LoveShhuda,480,"    This story is about a man who drinks and wakes up in the morning with a girl whom he does not know. When he gradually starts to fall in love with her, he must choose between love and practicality.",2016,19-Feb-16,133 min,tt5209420,LoveShhuda,2016-02-19
"     Director: Dharmendra Suresh Desai |      Stars: Sharman Joshi,  Meera Chopra,  Vishal Karwal,  Surendra Pal ",A,"Horror, Mystery            ",NA,4.1,"https://ia.media-imdb.com/images/M/MV5BMjQzNTQ0OTgtZjI3OC00YjBlLThlMjYtNGUzMjYwMTgwNmU1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,1920 London,1148,"    After her husband is possessed by an evil spirit, a woman turns to her former lover to perform an exorcism.",2016,06-May-16,120 min,tt5638500,1920 London,2016-05-06
"     Director: Jayant Gilatar |      Stars: Richa Chadha,  Shabana Azmi,  Arya Babbar,  Gavie Chahal ",U,Drama            ,NA,6.6,"https://ia.media-imdb.com/images/M/MV5BMTQ4NTg3MzI5OV5BMl5BanBnXkFtZTgwOTM2MjU0NzE@._V1_UY209_CR0,0,140,209_AL_.jpg",-1,Chalk N Duster,476,"    CHALK N DUSTER is an emotional journey of two teachers Vidya ( Shabana Azmi) & Jyoti ( Juhi Chawla) , serving at a Mumbai - based High School. Their passion and love for teaching, bonds ...                See full summary »",2016,15-Jan-16,130 min,tt4600778,Chalk N Duster,2016-01-15
"     Director: Anubhav Sinha |      Stars: Neha Sharma,  Aditya Seal,  Aashim Gulati,  Mouni Roy ",NA,"Drama, Romance            ",NA,4.8,"https://ia.media-imdb.com/images/M/MV5BMTQ4ODYwNDMyNV5BMl5BanBnXkFtZTgwNzA3MTMwMDI@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Tum Bin 2,893,"    Tum Bin 2 Directed by Anubhav Sinha, this film centers around the life of Taran (Neha Sharma), who loses her fiance Amar in a skiing accident. Her life changes when she meets Shekhar, who ...                See full summary »",2016,18-Nov-16,147 min,tt5717110,Tum Bin 2,2016-11-18
"     Director: Ravi Jadhav |      Stars: Riteish Deshmukh,  Nargis Fakhri,  Aditya Kumar,  Ram Menon ",UA,"Action, Drama, Music            ",NA,5.1,"https://ia.media-imdb.com/images/M/MV5BNzk4NTI1ZDYtYmU3MC00ZTk2LWI3OGQtZGE5OWY1ZmM2ZjE0XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Banjo,843,"    A banjo player seeks fame, success, and respect.",2016,23-Sep-16,137 min,tt5755606,Banjo,2016-09-23
"     Director: Rajeev Jhaveri |      Stars: Rajeev Khandelwal,  Gauhar Khan,  Gemma Atkinson,  Ankita Makwana ",NA,"Crime, Mystery            ",NA,4.9,"https://ia.media-imdb.com/images/M/MV5BY2NjNjgwNzItODU2Yy00MjUwLWEzNTgtN2NiZDlkZmU0Mjc4XkEyXkFqcGdeQXVyMTE5NTIwOTY@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Fever,490,"    An assassin loses his memory in an accident. He wakes up knowing only his name, and a subconscious memory of a crime he has committed.",2016,05-Aug-16,123 min,tt4022278,Fever,2016-08-05
"     Director: Manish Jha |      Stars: Aditi Rao Hydari,  Boman Irani,  Arshad Warsi,  Saloni Batra ",U,"Comedy, Drama            ",NA,4.6,"https://ia.media-imdb.com/images/M/MV5BYzU0ZjQ1NWItMjM2Yy00ODcyLThlNWQtMzMyZjE3YzhiMTc1XkEyXkFqcGdeQXVyMTk4NzY0NDI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,The Legend of Michael Mishra,335,"    Michael Mishra, a kidnapper from Patna, falls for a girl, Varsha Shukla, at a very young age. He got arrested and sent to jail. After releasing from jail, he searched for her but couldn't ...                See full summary »",2016,05-Aug-16,125 min,tt3224258,The Legend of Michael Mishra,2016-08-05
"     Director: Aditya Chopra |      Stars: Ranveer Singh,  Vaani Kapoor,  Elisa Bachir Bey,  Julie Ordon ",UA,"Comedy, Drama, Romance            ",NA,3.8,"https://ia.media-imdb.com/images/M/MV5BNjc4NDc2MDU5Nl5BMl5BanBnXkFtZTgwODQ1NTYyNTM@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Befikre,5781,"    Set in Paris, Befikre is the free-spirited, contemporary love story of Dharam and Shyra, two young people who believe in living life to the fullest.",2016,09-Dec-16,130 min,tt5108476,Befikre,2016-12-09
"     Director: Vishal Pandya |      Stars: Sharman Joshi,  Sana Khaan,  Gurmeet Choudhary,  Rajniesh Duggall ",UA,"Drama, Mystery, Romance            ",NA,4.4,"https://ia.media-imdb.com/images/M/MV5BMTUwODA2MDkxMl5BMl5BanBnXkFtZTgwMjAxNTIzMDI@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Wajah Tum Ho,865,    People get entangled in a mystery when a murder is committed on live television.,2016,16-Dec-16,136 min,tt5638474,Wajah Tum Ho,2016-12-16
"     Director: Rakeysh Omprakash Mehra |      Stars: Harshvardhan Kapoor,  Saiyami Kher,  Art Malik,  Anuj Choudhry ",NA,"Drama, Musical, Romance            ",NA,4.6,"https://ia.media-imdb.com/images/M/MV5BMTJhZThiZmYtYzJmYS00NWI5LThkY2MtZmU2NjVkZDFhMDU4XkEyXkFqcGdeQXVyNjA3NTkyNTI@._V1_UY209_CR2,0,140,209_AL_.jpg",52,Mirzya,1388,"    A horse groom reconnects with his childhood love, but she is engaged to marry the local prince.",2016,07-Oct-16,129 min,tt4940456,Mirzya,2016-10-07
"     Director: Vikram Bhatt |      Stars: Patralekhaa,  Tara-Alisha Berry,  Gaurav Arora,  Hiten Tejwani ",A,Thriller            ,NA,4.4,"https://ia.media-imdb.com/images/M/MV5BOGE0Nzg5ZjYtMDBlNi00NjQ4LTk5ZmQtMDY5NjRhYzgyNGU0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Love Games,610,    A pair of nymphomaniacs compete in seducing couples to sleep with them.,2016,08-Apr-16,114 min,tt5518128,Love Games,2016-04-08
"     Director: Indra Kumar |      Stars: Urvashi Rautela,  Riteish Deshmukh,  Puja Bose,  Aftab Shivdasani ",A,"Comedy, Drama, Fantasy            ",NA,3.7,"https://ia.media-imdb.com/images/M/MV5BYTE2N2ZjYmUtNDkwOC00ZTI2LTg3NWUtNjlkYmRjNWM5YmZiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Great Grand Masti,1677,"    Amar, Meet and Prem go into a small town where they encounter a 'femme fatale' in the form of Ragini. Ragini is everything they had dreamed of, but she slowly turns into their worst nightmare!",2016,15-Jul-16,134 min,tt4675030,Great Grand Masti,2016-07-15
"     Director: Remo |      Stars: Tiger Shroff,  Jacqueline Fernandez,  Nathan Jones,  Kay Kay Menon ",UA,"Action, Adventure, Comedy            ",NA,3.4,"https://ia.media-imdb.com/images/M/MV5BOWVhN2JlM2MtZjdmOC00OGMwLWJhMTctNGJkMGE5MDY5OTliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,A Flying Jatt,2477,"    Jatt is a reluctant superhero who fights crime and protects people. He meets his match in the evil Raka, who he must vanquish to save the day.",2016,25-Aug-16,151 min,tt5235880,A Flying Jatt,2016-08-25
"     Director: Jasmine D'Souza |      Stars: Tanuj Virwani,  Sunny Leone,  Narendra Jetley,  Aamir Ahmed ",A,"Drama, Romance            ",NA,3.2,"https://ia.media-imdb.com/images/M/MV5BMDlkMWY4YTAtODQzZC00Y2E3LWE1NTUtZmY3NzUzMjIzODZiXkEyXkFqcGdeQXVyMjQwOTU5NTg@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,One Night Stand,779,    The story is about Urvil Raisingh and Celina who meet at an event and a memorable night later. Returning back home they continue with their lives. The memories of Celina haunt Urvil. What happens next forms the crux of the unfolding drama. One Night Stand explores the hypocritical world we live in. What is it that Urvil wants?,2016,06-May-16,97 min,tt5358948,One Night Stand,2016-05-06
"     Director: Abhishek Sharma |      Stars: Manish Paul,  Pradhuman Singh,  Sikander Kher,  Parth Akerkar ",UA,Comedy            ,NA,4.2,"https://ia.media-imdb.com/images/M/MV5BY2ZiODJkNWMtZTExNy00NmMyLWE4YmUtZGY3M2RhYjJjMDhiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Tere Bin Laden Dead or Alive,706,    A Bollywood director is hired by an American talent agent to make a film on Osama bin Laden. The plan to use an Osama doppelganger in order to prove his death boomerangs when a Taliban arms dealer hijacks their idea to prove he's alive.,2016,26-Feb-16,104 min,tt5313980,Tere Bin Laden Dead or Alive,2016-02-26
"     Director: Divya Khosla Kumar |      Stars: Rishi Kapoor,  Pulkit Samrat,  Yami Gautam,  Urvashi Rautela ",A,"Drama, Romance            ",NA,3.1,"https://ia.media-imdb.com/images/M/MV5BODA1ZTJjODQtNzZmYi00YThmLTg5N2MtODUwNGFiYjRkNzBlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Sanam Re,2339,    A man focused on his career finds solace when he reunites with his childhood sweetheart.,2016,12-Feb-16,120 min,tt4262516,Sanam Re,2016-02-12
"     Director: Milap Zaveri |      Stars: Tusshar Kapoor,  Vir Das,  Sunny Leone,  Asrani ",A,Comedy            ,"43,403",2.4,"https://ia.media-imdb.com/images/M/MV5BMzk0NjIxMjg2NV5BMl5BanBnXkFtZTgwMDk5NzY2NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Mastizaade,2083,    Two womanizing bachelors fall in love with twin sisters who run a sex addiction clinic.,2016,29-Jan-16,119 min,tt3726012,Mastizaade,2016-01-29
"     Director: Shawn Arranha |      Stars: Himesh Reshammiya,  Farah Karimaee,  Naseeruddin Shah,  Shekhar Kapur ",UA,"Action, Drama, Romance            ",NA,2.7,"https://ia.media-imdb.com/images/M/MV5BN2JhY2M3Y2QtZmMxOC00YWViLTkyNTctYTI3MmRjMTQxYjcxXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Teraa Surroor,728,"    Tara Wadia (Farah Karimaee), a singer and girlfriend of a gangster Raghu (Himesh Reshammiya) lives with her mother (Shernaz Patel). She goes to Dublin where she gets detained after being ...                See full summary »",2016,11-Mar-16,106 min,tt5056470,Teraa Surroor,2016-03-11
"     Director: Umesh |      Stars: Tusshar Kapoor,  Aftab Shivdasani,  Krishna Abhishek,  Mandana Karimi ",(Banned),Comedy            ,NA,1.9,"https://ia.media-imdb.com/images/M/MV5BN2Y5YzMxYzUtMjA4YS00NWM5LTk5OWItNDZiMDVlYjYxNDBhXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Kyaa Kool Hain Hum 3,3624,"    A porn actor uses his fellow adult movie stars in creating a fake traditional family, in order to impress his girlfriend's conservative father.",2016,22-Jan-16,124 min,tt5290620,Kyaa Kool Hain Hum 3,2016-01-22
"     Director: Rahul Dholakia |      Stars: Raj Arjun,  Shubham Chintamani,  Shubham Tukaram,  Dhanveer ",UA,"Action, Crime, Drama            ","3,262,954",7,"https://ia.media-imdb.com/images/M/MV5BMTc2NTYwMTE1NV5BMl5BanBnXkFtZTgwODQ5MzAwMTI@._V1_UY209_CR9,0,140,209_AL_.jpg",-1,Raees,33635,    A bootlegger sets out to improve his community as a promising leader but falls in a political trap.,2017,25-Jan-17,143 min,tt3405236,Raees,2017-01-25
"     Director: Sanjay Gupta |      Stars: Hrithik Roshan,  Yami Gautam,  Ronit Roy,  Rohit Roy ",UA,"Action, Crime, Thriller            ",NA,7.1,"https://ia.media-imdb.com/images/M/MV5BMWJkMjJiNzMtNzhmOC00MjQ3LTg5MmEtMTRkMTg1ZjQ2ZmM1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkxMzY0Mjk@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Kaabil,20862,    A blind man seeks revenge against a corrupt politician and his brother after his wife is raped and killed.,2017,25-Jan-17,139 min,tt5460276,Kaabil,2017-01-25
"     Director: Imtiaz Ali |      Stars: Shah Rukh Khan,  Anushka Sharma,  Björn Freiberg,  Martavious Gayles ",UA,"Comedy, Drama, Romance            ","1,284,740",5.5,"https://ia.media-imdb.com/images/M/MV5BMjIzMDI2NDUwOV5BMl5BanBnXkFtZTgwNzE2NjU3MjI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Jab Harry met Sejal,14459,    A depressed middle-aged tour guide who lives in his own bubble gets another chance to experience and face reality through a chirpy girl.,2017,04-Aug-17,143 min,tt5997666,Jab Harry met Sejal,2017-08-04
"     Director: James Erskine |      Stars: Mayur More,  Mahendra Singh Dhoni,  Sachin Tendulkar,  Virender Sehwag ",NA,"Documentary, Biography, Drama            ",NA,8.8,"https://ia.media-imdb.com/images/M/MV5BZWE4YTU2ZTUtYWIxYi00ZDRhLWFhODQtNDhmZWJiYWY3ZDgzXkEyXkFqcGdeQXVyNjI4OTI1NTc@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Sachin,6598,    A tale of a small boy with dreams and his journey to becoming the God of Cricket and the most celebrated sportsperson in his country.,2017,26-May-17,138 min,tt4640206,Sachin,2017-05-26
"     Director: Ali Abbas Zafar |      Stars: Salman Khan,  Katrina Kaif,  Neha Hinge,  Anupriya Goenka ",UA,"Action, Adventure, Thriller            ","5,560,921",6.3,"https://ia.media-imdb.com/images/M/MV5BYzM0ZTg2OTEtNzI4My00NjBlLWFhYTctY2E4NzdiYzY1YWYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Tiger Zinda Hai,15236,"    When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.",2017,22-Dec-17,161 min,tt5956100,Tiger Zinda Hai,2017-12-22
"     Director: Subhash Kapoor |      Stars: Akshay Kumar,  Huma Qureshi,  Saurabh Shukla,  Annu Kapoor ",UA,"Comedy, Crime, Drama            ","1,632,440",7.3,"https://ia.media-imdb.com/images/M/MV5BMDY5MzFlYzEtNTg0YS00OGM5LWI1ZDMtZDkxN2Y2OTI1NGUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM1NjkwMDI@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Jolly LLB 2,16011,    Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,2017,10-Feb-17,137 min,tt5982852,Jolly LLB 2,2017-02-10
"     Director: Shree Narayan Singh |      Stars: Akshay Kumar,  Anupam Kher,  Bhumi Pednekar,  Ayesha Raza ",UA,"Comedy, Drama            ","1,830,715",7.4,"https://ia.media-imdb.com/images/M/MV5BMTAxODQ2NDEwOTZeQTJeQWpwZ15BbWU4MDk5MDM3NjIy._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Toilet - Ek Prem Katha,11028,"    A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",2017,11-Aug-17,155 min,tt5785170,Toilet - Ek Prem Katha,2017-08-11
"     Director: Advait Chandan |      Stars: Zaira Wasim,  Meher Vij,  Raj Arjun,  Tirth Sharma ",UA,"Drama, Family, Music            ",NA,8.1,"https://ia.media-imdb.com/images/M/MV5BM2IzMGIxMDQtNzE3OS00MGZjLTljNzgtMGE2MjAyZThmNjNhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Secret Superstar,10814,    Insia is a 14 year-old from Vadodara who dreams of being a singer one day.,2017,18-Oct-17,150 min,tt6108090,Secret Superstar,2017-10-18
"     Director: Saket Chaudhary |      Stars: Irrfan Khan,  Saba Qamar,  Sanjana Sanghi,  Neha Dhupia ",U,"Comedy, Drama            ",NA,7.9,"https://ia.media-imdb.com/images/M/MV5BY2E4NWQ4ZjEtNThlOC00NThjLThmZjgtMWU0MDgzMmYwOGU3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Hindi Medium,12872,    A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.,2017,19-May-17,132 min,tt5764096,Hindi Medium,2017-05-19
"     Director: Sankalp Reddy |      Stars: Rana Daggubati,  Kay Kay Menon,  Atul Kulkarni,  Om Puri ",UA,"Action, History, Thriller            ",NA,7.7,"https://ia.media-imdb.com/images/M/MV5BNjJjODRlNTctM2IxYS00ZGQ4LTg2ZTItMTFiOTJkM2EyNmY4L2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR4,0,140,209_AL_.jpg",-1,The Ghazi Attack,7730,"    A Pakistani submarine, Ghazi plans to secretly attack Vizag port. For doing so, it has to get past Indian submarine S21.",2017,17-Feb-17,116 min,tt6299040,The Ghazi Attack,2017-02-17
"     Director: Anurag Basu |      Stars: Ranbir Kapoor,  Katrina Kaif,  Saswata Chatterjee,  Chitrak Bandyopadhyay ",UA,"Action, Adventure, Comedy            ","490,232",6.5,"https://ia.media-imdb.com/images/M/MV5BMTkyMzc1MTQxNl5BMl5BanBnXkFtZTgwMDIzNzM3MjI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Jagga Jasoos,6669,"    Join Jagga, a gifted teenage detective, who along with a female companion, is on a quest to find his missing father.",2017,14-Jul-17,161 min,tt4129428,Jagga Jasoos,2017-07-14
"     Director: Ratnaa Sinha |      Stars: Rajkummar Rao,  Kriti Kharbanda,  K.K. Raina,  Alka Amin ",UA,"Drama, Family, Romance            ",NA,7.9,"https://ia.media-imdb.com/images/M/MV5BMTkwMjA3MjY2OF5BMl5BanBnXkFtZTgwMDM3ODY4MzI@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Shaadi Mein Zaroor Aana,6015,"    Satyendra aka Sattu (Rajkummar Rao) and Aarti (Kriti Kharbanda) meet for a proposed arranged marriage and fall in love in the process. On the night of their marriage, an unexpected turn of ...                See full summary »",2017,10-Nov-17,137 min,tt7469726,Shaadi Mein Zaroor Aana,2017-11-10
"     Director: Amit Masurkar |      Stars: Rajkummar Rao,  Pankaj Tripathi,  Anjali Patil,  Raghuvir Yadav ",UA,"Comedy, Drama            ",NA,7.8,"https://ia.media-imdb.com/images/M/MV5BMDk4Y2Q2MmUtYjE1YS00NjEwLTg0ZGYtOGJkZjUzOTllYzA0L2ltYWdlXkEyXkFqcGdeQXVyNzA0MTg0MzE@._V1_UY209_CR1,0,140,209_AL_.jpg",-1,Newton,8382,    A government clerk on election duty in the conflict ridden jungle of Central India tries his best to conduct free and fair voting despite the apathy of security forces and the looming fear of guerrilla attacks by communist rebels.,2017,22-Sep-17,106 min,tt6484982,Newton,2017-09-22
"     Director: Amit Roy |      Stars: Arsh Bajwa,  Tapsee Pannu,  Richa Meena,  Amit Sadh ",UA,"Comedy, Romance            ",NA,6.9,"https://ia.media-imdb.com/images/M/MV5BOGFiZDlkZjYtMDEzMy00NDYxLWI0YzItMDc3YTYyM2YyMDVhXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Running Shaadi,2061,"    Two friends, Ram Bharose and tech genius Cyberjeet, create a website that helps lovers to elope. The site is an instant hit; young couples line up for the opportunity to escape strict families and run away with the ones they love.",2017,17-Feb-17,114 min,tt6296236,Running Shaadi,2017-02-17
"     Director: Ashwiny Iyer Tiwari |      Stars: Ayushmann Khurrana,  Kriti Sanon,  Rajkummar Rao,  Pankaj Tripathi ",NA,"Comedy, Romance            ",NA,7.5,"https://ia.media-imdb.com/images/M/MV5BZTljNGFiYjQtODUwMi00ZTk2LTk2NjMtMWZkYTVhMzMyNzUzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Bareilly Ki Barfi,7092,"    Set in the small-town of Bareilly, Bitti is a free-spirited young girl who lives life on her own terms and refuses to be pressured into getting married. Her life takes a shift when she meets Chirag Dubey and Pritam Vidrohi.",2017,18-Aug-17,116 min,tt6967980,Bareilly Ki Barfi,2017-08-18
"     Directors: Khushboo Ranka,  Vinay Shukla |      Stars: Arvind Kejriwal,  Santosh Koli,  Manish Sisodia,  Yogendra Yadav ",UA,"Documentary, Thriller            ",NA,8.9,"https://ia.media-imdb.com/images/M/MV5BNTdhOTM2MzAtYzMyYS00NTkxLWIwNDMtMjMyODhlMDk1ZjJkXkEyXkFqcGdeQXVyMTU3MDU1NDY@._V1_UY209_CR0,0,140,209_AL_.jpg",-1,An Insignificant Man,1371,"    A non-fiction drama chronicling the most outrageous political debut in the largest democracy in the world, ""An Insignificant Man"" follows Arvind Kejriwal and his insurgent party as they look to shake up Indian politics while struggling to keep their own idealism alive.",2016,17-Nov-17,96 min,tt3917908,An Insignificant Man,2017-11-17
"     Director: Shashank Khaitan |      Stars: Varun Dhawan,  Alia Bhatt,  Sahil Vaid,  Swanand Kirkire ",UA,"Comedy, Drama, Romance            ","1,988,441",6.2,"https://ia.media-imdb.com/images/M/MV5BNTQ4MDY5OTE5Ml5BMl5BanBnXkFtZTgwNjA3MjQzMTI@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Badrinath Ki Dulhania,7263,"    Badrinath Bansal from Jhansi and Vaidehi Trivedi from Kota belong to small towns but have diametrically opposite opinions on everything. This leads to a clash of ideologies, despite both of them recognizing the goodness in each other.",2017,10-Mar-17,139 min,tt6277440,Badrinath Ki Dulhania,2017-03-10
"     Director: Abhay Chopra |      Stars: Sidharth Malhotra,  Sonakshi Sinha,  Akshaye Khanna,  Mandira Bedi ",UA,"Mystery, Thriller            ","298,032",7.2,"https://ia.media-imdb.com/images/M/MV5BMjA1MDc5NzYzNl5BMl5BanBnXkFtZTgwMDQ0Mjc3MzI@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Ittefaq,5772,    A detective seeks out the truth between two different stories of a crime scene.,2017,03-Nov-17,105 min,tt6692354,Ittefaq,2017-11-03
"     Director: Rohit Shetty |      Stars: Ajay Devgn,  Arshad Warsi,  Tusshar Kapoor,  Shreyas Talpade ",UA,"Action, Comedy, Fantasy            ","1,013,893",5,"https://ia.media-imdb.com/images/M/MV5BYTJmNzczODUtYTFlZi00N2VkLWExYjItZTQyYWQ4NWRiYzk2XkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Golmaal Again,6106,    The gang encounters with some spiritual bodies and finds out the truth about the Jamnadas Orphanage where they were brought up.,2017,20-Oct-17,140 min,tt1806913,Golmaal Again,2017-10-20
"     Director: Ravi Udyawar |      Stars: Sridevi,  Akshaye Khanna,  Adnan Siddiqui,  Sajal Ali ",UA,"Drama, Thriller            ",NA,7.3,"https://ia.media-imdb.com/images/M/MV5BOTc0YTJhZDktMGViYi00NjIwLThiMDEtY2E4NWFkYWQxNjQ5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Mom,4513,    A tale of how far a mother will go for the sake of her children.,2017,07-Jul-17,146 min,tt5690142,Mom,2017-07-07
"     Director: Vikramaditya Motwane |      Stars: Rajkummar Rao,  Geetanjali Thapa,  Shiladitya Sen,  Rahul Patel ",UA,Thriller            ,NA,7.6,"https://ia.media-imdb.com/images/M/MV5BNGZhNjljZmYtODZmZi00NmQ2LThlOTktNjE0ZjRlYmFlZTMzXkEyXkFqcGdeQXVyNTczMTc5MQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Trapped,5216,"    A man struggles to survive after he unintentionally locks himself up in a high rise devoid of food, water and electricity.",2016,17-Mar-17,105 min,tt6206564,Trapped,2017-03-17
"     Director: Milan Luthria |      Stars: Ajay Devgn,  Ileana D'Cruz,  Emraan Hashmi,  Esha Gupta ",UA,"Action, Adventure, Thriller            ",NA,5.1,"https://ia.media-imdb.com/images/M/MV5BNGYxOGVmM2UtMTM0YS00MWRlLWI4MTctMzE0ZWQ2OGJmMzUxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR9,0,140,209_AL_.jpg",-1,Baadshaho,3266,    An Indian queen asks her bodyguard to steal back gold taken from her by the Indian government during The Emergency period in 1975.,2017,01-Sep-17,136 min,tt4906960,Baadshaho,2017-09-01
