cast,certificate,genre,grosscollection,imdbrating,imglinks,metascore,movie,noofvotes,plot,production_year,release_date,runtime,tconst,gtrendssearch,date
"     Director: Ashish R. Mohan |      Stars: Akshay Kumar,  Asin,  Himesh Reshammiya,  Mithun Chakraborty ",NA,"Action, Comedy, Musical            ","352,684",4.4,"https://ia.media-imdb.com/images/M/MV5BMWZkZmI5NTItMmM1YS00NDZmLWE2MTQtYmNhMDBjYzIwY2NiXkEyXkFqcGdeQXVyNjAwODQ2NzI@._V1_UY98_CR1,0,67,98_AL_.jpg",-1,Khiladi 786,5279,    The underachieving son of a marriage bureau owner attempts to marry a don's daughter to a supposed police officer in an effort to prove his worth to his father.,2012,07-Dec-12,141 min,tt2166214,Khiladi 786,2012-12-07
"     Director: Kunal Deshmukh |      Stars: Emraan Hashmi,  Randeep Hooda,  Esha Gupta,  Mohammed Zeeshan Ayyub ",R,"Crime, Drama, Thriller            ",NA,6.1,"https://ia.media-imdb.com/images/M/MV5BODA0ODEzMDMwOV5BMl5BanBnXkFtZTcwNjIwMjY2Nw@@._V1_UY98_CR0,0,67,98_AL_.jpg",-1,Jannat 2,4401,    A dealer of illegal guns is bullied into being an informer for a cop who wants to put an end to this racket.,2012,04-May-12,150 min,tt2319889,Jannat 2,2012-05-04
"     Director: Sachin Yardi |      Stars: Riteish Deshmukh,  Neha Sharma,  Tusshar Kapoor,  Kavin Dave ",NA,Comedy            ,NA,5,"https://ia.media-imdb.com/images/M/MV5BN2JlZGYzY2EtYWUzNC00OWMwLWEyZjktNmZkNGM4Mjg4ZDdlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR1,0,67,98_AL_.jpg",-1,Kyaa Super Kool Hain Hum,3257,    Adi and Sid want to make big but always run out of luck and series of confusion start taking place when they reach Goa.,2012,27-Jul-12,136 min,tt2027138,Kyaa Super Kool Hain Hum,2012-07-27
"     Director: Abhishek Chhadha |      Stars: Amitabh Bachchan,  Jaya Bhaduri,  Vinay Bihari,  Gulshan Grover ",NA,Drama            ,NA,5.9,"https://ia.media-imdb.com/images/M/MV5BMTQyNTYwOTk0OV5BMl5BanBnXkFtZTgwNTg2MDk4MDE@._V1_UY98_CR0,0,67,98_AL_.jpg",-1,Ganga Devi,34,    Ganga Devi is the story of a woman who graduates from the college in political science and then becomes the wife of a social worker. The movie aims at depicting the current situation of the politics in India.,2012,14-Sep-12,NA,tt3068260,Ganga Devi,2012-09-14
"     Director: Mandeep Kumar |      Stars: Riteish Deshmukh,  Genelia D'Souza,  Om Puri,  Tinnu Anand ",NA,"Comedy, Drama, Romance            ","177,472",5.8,"https://ia.media-imdb.com/images/M/MV5BMjE2NjcxMTcyMV5BMl5BanBnXkFtZTcwMzczNjcyNw@@._V1_UY98_CR0,0,67,98_AL_.jpg",-1,Tere Naal Love Ho Gaya,3543,"    A boy kidnaps a girl, but starts to fall in love with her.",2012,24-Feb-12,130 min,tt2130242,Tere Naal Love Ho Gaya,2012-02-24
"     Director: Anu Menon |      Stars: Ali Zafar,  Aditi Rao Hydari,  Candice Pereira,  Scherrikar Bell ",PG-13,Romance            ,NA,5.7,"https://ia.media-imdb.com/images/M/MV5BMTM5ODEwMzM3NV5BMl5BanBnXkFtZTcwNzg2MjQ0Nw@@._V1_UY98_CR1,0,67,98_AL_.jpg",-1,London Paris New York,3509,"    Nikhil and Lalitha are two completely different individuals who are drawn to each other in spite of their differences -- or perhaps because of it. Follow their journey as they meet in London, Paris and New York for a night in each city.",2012,02-Mar-12,100 min,tt2064849,London Paris New York,2012-03-02
"     Director: Arnab Chaudhuri |      Stars: Yudhveer Bakoliya,  Ashok Banthia,  Ravi Khanvilkar,  Vijay Kashyap ",NA,"Animation, Action, Adventure            ","7,075",6.9,"https://ia.media-imdb.com/images/M/MV5BMzA5MTIxNjA5NV5BMl5BanBnXkFtZTcwNTExMDI4Nw@@._V1_UY98_CR0,0,67,98_AL_.jpg",-1,Arjun: The Warrior Prince,1164,    The tale of how Arjuna fought his inner self and became the legendary archer.,2012,25-May-12,96 min,tt2404027,Arjun: The Warrior Prince,2012-05-25
"     Director: Sanjiv Jaiswal |      Stars: Habib Aazmi,  Priya Annatram,  Pravin Baby,  Mahesh Balraj ",NA,History            ,NA,7,"https://ia.media-imdb.com/images/M/MV5BYjkxODkyODItMGNlZS00NGIxLThlZjgtZGMxNWNjMjY3OWRmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY98_CR3,0,67,98_AL_.jpg",-1,Shudra the Rising,175,Add a Plot,2012,23-Jul-12,NA,tt2236494,Shudra the Rising,2012-07-23
"     Director: Vinod Mukhi |      Stars: Nassar Abdulla,  Rati Agnihotri,  Udita Goswami,  Sofia Hayat ",NA,Drama            ,NA,3.5,"https://ia.media-imdb.com/images/M/MV5BMWE3YmVlMTktYmU3My00MTYyLWE2MzUtNTRmMjA3OTllODgyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",-1,Diary of a Butterfly,75,    A woman's journey at a Fashion house.,2012,02-Mar-12,97 min,tt1814683,Diary of a Butterfly,2012-03-02
"     Director: Sameer Sharma |      Stars: Kunal Kapoor,  Huma Qureshi,  Vinod Nagpal,  Rajesh Sharma ",NA,Comedy            ,"140,035",6.6,"https://ia.media-imdb.com/images/M/MV5BMTY2OTk3MTg2MV5BMl5BanBnXkFtZTcwNDY5MzY1OA@@._V1_UY98_CR1,0,67,98_AL_.jpg",-1,Luv Shuv Tey Chicken Khurana,3117,"    Omi Khurana's London dream has just ended. On the run from a dangerous UK gangster who he owes money to, Omi returns to his native village in Punjab, pretending to be a well-heeled London ...                See full summary »",2012,02-Nov-12,140 min,tt2186933,Luv Shuv Tey Chicken Khurana,2012-11-02
"     Director: Prakash Jha |      Stars: Arjun Rampal,  Abhay Deol,  Manoj Bajpayee,  Esha Gupta ",NA,"Drama, Thriller, War            ",NA,6.9,"https://ia.media-imdb.com/images/M/MV5BYmVkZDMzZmUtZDNiMi00NTgxLTk2MGUtY2UzNmM0OWQwNjZjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY98_CR0,0,67,98_AL_.jpg",-1,Chakravyuh,2704,"    On the request of his friend Kabir, SP Adil Sends him to the Naxal group as an informer. When Kabir finds the truth he becomes one of their gang leader.",2012,24-Oct-12,152 min,tt2292625,Chakravyuh,2012-10-24
"     Director: Samir Karnik |      Stars: Tusshar Kapoor,  Kulraj Randhawa,  Anupam Kher,  Om Puri ",NA,"Comedy, Romance            ",NA,4.3,"https://ia.media-imdb.com/images/M/MV5BMTYxMTU3Mjc0M15BMl5BanBnXkFtZTcwNjAyMzA3Nw@@._V1_UY98_CR0,0,67,98_AL_.jpg",-1,Chaar Din Ki Chandni,353,"    Chandini comes to India to attend Veer's sisters wedding. In those four days, she wins everyone's heart.",2012,09-Mar-12,131 min,tt2191641,Chaar Din Ki Chandni,2012-03-09
"     Director: Shamin Desai |      Stars: Emraan Hashmi,  Sagarika Ghatge,  Neha Dhupia,  Aditya Pancholi ",NA,"Crime, Thriller            ",NA,3.7,"https://ia.media-imdb.com/images/M/MV5BMTY0ODUzOTIwNV5BMl5BanBnXkFtZTgwMjAwMDA3MjE@._V1_UY98_CR3,0,67,98_AL_.jpg",-1,Rush,749,"    Story of a struggling news reporter engulfed by the veneer of glamour, money, power and the enviable life of media.",2012,26-Oct-12,110 min,tt2256514,Rush ,2012-10-26
"     Director: Vikram Bhatt |      Stars: Emraan Hashmi,  Bipasha Basu,  Esha Gupta,  Manish Chaudhary ",R,"Horror, Mystery, Romance            ",NA,4,"https://ia.media-imdb.com/images/M/MV5BYzg3ZjRlYjgtOGJkNy00MThkLThhY2UtMDdhMDZhMTc2NDFlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",-1,Raaz 3: The Third Dimension,2989,"    When an ingénue's sudden popularity threatens to shove her out of the spotlight, a movie star uses black magic in an attempt to derail her career.",2012,07-Sep-12,139 min,tt2140315,Raaz 3: The Third Dimension,2012-09-07
"     Director: Bhushan Patel |      Stars: Vicky Ahuja,  Tia Bajpai,  Irma Jämhammar,  Sharad Kelkar ",NA,"Drama, Horror, Romance            ",NA,4.9,"https://ia.media-imdb.com/images/M/MV5BNjEwYTBlZjktYjczZS00ZGQ0LWJlNWItMDE1YjMzNmFhNWIxXkEyXkFqcGdeQXVyNDMxMjY3NDA@._V1_UY98_CR32,0,67,98_AL_.jpg",-1,1920: Evil Returns,1427,"    This story revolves around a famous poet who meets a woman who is in trouble. In order to treat her, he takes her to Shimla in a big hospital, but soon that woman gets possessed by devil ...                See full summary »",2012,02-Nov-12,124 min,tt2222550,1920: Evil Returns,2012-11-02
"     Director: Rakeysh Omprakash Mehra |      Stars: Farhan Akhtar,  Sonam Kapoor,  Pavan Malhotra,  Art Malik ",U,"Biography, Drama, Sport            ","1,626,289",8.2,"https://ia.media-imdb.com/images/M/MV5BMTY1Nzg4MjcwN15BMl5BanBnXkFtZTcwOTc1NTk1OQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Bhaag Milkha Bhaag,50209,"    The truth behind the ascension of Milkha ""The Flying Sikh"" Singh who was scarred because of the India-Pakistan partition.",2013,12-Jul-13,186 min,tt2356180,Bhaag Milkha Bhaag,2013-07-12
"     Director: Ritesh Batra |      Stars: Irrfan Khan,  Nimrat Kaur,  Nawazuddin Siddiqui,  Lillete Dubey ",U,"Drama, Romance            ","4,231,500",7.8,"https://ia.media-imdb.com/images/M/MV5BMTUwMzc1NjIzMV5BMl5BanBnXkFtZTgwODUyMTIxMTE@._V1_UY209_CR1,0,140,209_AL_.jpg",76,The Lunchbox,39205,    A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,2013,20-Sep-13,104 min,tt2350496,The Lunchbox,2013-09-20
"     Director: Shoojit Sircar |      Stars: John Abraham,  Nargis Fakhri,  Raashi Khanna,  Aayam Mehta ",UA,"Action, Drama, History            ",NA,7.7,"https://ia.media-imdb.com/images/M/MV5BMTg1MzU5ODM4Nl5BMl5BanBnXkFtZTcwOTQ3MTM5OQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",-1,Madras Cafe,19333,    An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.,2013,23-Aug-13,130 min,tt2855648,Madras Cafe,2013-08-23
"     Director: Neeraj Pandey |      Stars: Akshay Kumar,  Anupam Kher,  Manoj Bajpayee,  Jimmy Sheirgill ",UA,"Action, Crime, Thriller            ","1,079,369",8,"https://ia.media-imdb.com/images/M/MV5BMTQ1NDI5MjMzNF5BMl5BanBnXkFtZTcwMTc0MDQwOQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Special Chabbis,41300,    A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,2013,08-Feb-13,144 min,tt2377938,Special Chabbis,2013-02-08
"     Director: Abhishek Kapoor |      Stars: Amit Sadh,  Sushant Singh Rajput,  Rajkummar Rao,  Amrita Puri ",NA,"Drama, Sport            ","1,122,527",7.6,"https://ia.media-imdb.com/images/M/MV5BMTgwNTAwMjEzMF5BMl5BanBnXkFtZTcwNzMzODY4OA@@._V1._CR10,12.166671752929688,793,1053.000015258789_UY209_CR8,0,140,209_AL_.jpg",40,Kai po che!,22756,    Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,2013,22-Feb-13,120 min,tt2213054,Kai po che,2013-02-22
"     Director: Anand L. Rai |      Stars: Dhanush,  Sonam Kapoor,  Mohammed Zeeshan Ayyub,  Swara Bhaskar ",UA,"Drama, Romance            ","875,051",7.6,"https://ia.media-imdb.com/images/M/MV5BY2NkMzQwZDYtODMyYy00ZGEwLTg5MmItMDdmZjEzNzcwZTY1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Raanjhanaa,24787,"    Kundan, the son of a Hindu pundit, discovers that his childhood sweetheart Zoya loves city-bred Akram and wants to marry him. However, he persistently seeks to win her heart.",2013,21-Jun-13,140 min,tt2359810,Raanjhanaa,2013-06-21
"     Director: Vikramaditya Motwane |      Stars: Ranveer Singh,  Sonakshi Sinha,  Barun Chanda,  Adil Hussain ",UA,"Drama, Romance            ","375,442",7.3,"https://ia.media-imdb.com/images/M/MV5BOTUwNTYyMzk4Ml5BMl5BanBnXkFtZTcwMTY2Mzc4OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,Lootera,12368,"    An aristocrat's daughter falls in love with a visiting archaeologist, but he holds a secret that could drive them apart.",2013,05-Jul-13,136 min,tt2224317,Lootera,2013-07-05
"     Director: Nikkhil Advani |      Stars: Irrfan Khan,  Rishi Kapoor,  Arjun Rampal,  Shruti Haasan ",UA,"Action, Crime, Drama            ",NA,7.2,"https://ia.media-imdb.com/images/M/MV5BMTk4MDQzMjU3M15BMl5BanBnXkFtZTcwMDY1NzA4OQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,D-Day,7702,    A team of experts dispatched to bring in The Most Wanted Man in India almost achieves the unthinkable ... until something goes horribly wrong.,2013,19-Jul-13,153 min,tt2385104,D-Day,2013-07-19
"     Director: Mohit Suri |      Stars: Aditya Roy Kapoor,  Shraddha Kapoor,  Shaad Randhawa,  Salil Acharya ",U,"Drama, Music, Musical            ",NA,7,"https://ia.media-imdb.com/images/M/MV5BMjEzNzczNTg2M15BMl5BanBnXkFtZTcwMjUxNjk0OQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Aashiqui 2,23313,    Rahul loses his fans and fame due to alcoholism. But he then decides to turn a small time singer into a rising star.,2013,26-Apr-13,132 min,tt2203308,Aashiqui 2,2013-04-26
"     Director: Aditya Datt |      Stars: Paresh Rawal,  Rajeev Khandelwal,  Tina Desai,  Dhruv Ganesh ",A,"Adventure, Drama, Mystery            ","31,658",7.1,"https://ia.media-imdb.com/images/M/MV5BMDFiZDYwNzQtZjhmMi00MTEwLTgxNWEtYzMyZmNlMDgzY2I2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Table No.21,9577,    A couple is drawn into a game show with a whooping winning prize. However the game turns into more than a survival for them with no escape.,2013,04-Jan-13,108 min,tt2229842,Table No.21,2013-01-04
"     Director: Subhash Kapoor |      Stars: Arshad Warsi,  Amrita Rao,  Boman Irani,  Saurabh Shukla ",UA,"Comedy, Crime, Drama            ",NA,7.4,"https://ia.media-imdb.com/images/M/MV5BZDdjYzYxMGEtOWQ0Yi00ZTlhLThhZTgtNjhjNWQ1YzU1ZGNiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Jolly LLB,12590,    A small time lawyer files a PIL in court against his own idols case.,2013,15-Mar-13,135 min,tt2621000,Jolly LLB,2013-03-15
"     Director: Tigmanshu Dhulia |      Stars: Jimmy Sheirgill,  Mahie Gill,  Irrfan Khan,  Raj Babbar ",A,"Action, Crime, Drama            ",NA,6.9,"https://ia.media-imdb.com/images/M/MV5BMTgwNjEyMDQyOV5BMl5BanBnXkFtZTcwNTU5OTcwOQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Saheb Biwi Aur Gangster Returns,3285,"    Saheb, his wife, and a gangster who returns to take revenge.",2013,08-Mar-13,142 min,tt2362778,Saheb Biwi Aur Gangster Returns,2013-03-08
"     Director: Mrighdeep Lamba |      Stars: Pulkit Samrat,  Manjot Singh,  Ali Fazal,  Varun Sharma ",UA,"Comedy, Drama, Romance            ","124,221",6.9,"https://ia.media-imdb.com/images/M/MV5BODI5MzQ2NDg0MV5BMl5BanBnXkFtZTcwNTEwMzI1OQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Fukrey,8907,"    The paths of four dream-chasing college friends cross with an array of colourful characters, from a tough-talking Punjabi female don to a Jugaad Baaz college watchman. Mayhem ensues.",2013,14-Jun-13,139 min,tt2806788,Fukrey,2013-06-14
"     Director: Ram Gopal Varma |      Stars: Nana Patekar,  Atul Kulkarni,  Ganesh Yadav,  Ferzad Jehani ",NA,"Action, Crime, Drama            ","248,346",6.9,"https://ia.media-imdb.com/images/M/MV5BMjEyMDExNDk5NV5BMl5BanBnXkFtZTcwMzc0MDQwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",-1,The Attacks of 26/11,3800,"    The real story of ten terrorists, who sail to Mumbai and wage war on the populace for the next 72 hours.",2013,01-Mar-13,116 min,tt2635622,The Attacks of 26/11,2013-03-01
"     Director: Atul Sabharwal |      Stars: Arjun Kapoor,  Sasha Aagha,  Prithviraj Sukumaran,  Rishi Kapoor ",UA,"Action, Drama, Thriller            ",NA,6.6,"https://ia.media-imdb.com/images/M/MV5BYzI1MDFlYmQtOGFiNy00YTFhLWI4NzgtNTc3N2IwNTJlMDI3XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Aurangzeb,3464,"    Kingship knows no Kinship and there can be only one Emperor in Aurangzeb's world. In Gurgaon, to bring down a criminal the law has to think like one.",2013,17-May-13,137 min,tt2804026,Aurangzeb,2013-05-17
"     Director: Remo |      Stars: Prabhudheva,  Ganesh Acharya,  Kay Kay Menon,  Lauren Gottlieb ",NA,"Drama, Musical            ","95,236",6.4,"https://ia.media-imdb.com/images/M/MV5BMTU3NTk0NjE5Nl5BMl5BanBnXkFtZTcwMTU2ODMwOQ@@._V1_UY209_CR7,0,140,209_AL_.jpg",-1,ABCD (Any Body Can Dance),5436,"    When a capable dancer is provoked by the evil design of his employer, naturally he will be out to prove his mettle.",2013,08-Feb-13,160 min,tt2321163,ABCD ,2013-02-08
"     Directors: Krishna D.K.,  Raj Nidimoru |      Stars: Saif Ali Khan,  Kunal Khemu,  Vir Das,  Anand Tiwari ",A,"Action, Adventure, Comedy            ","295,414",6.7,"https://ia.media-imdb.com/images/M/MV5BMjAzNzI5MTQxOV5BMl5BanBnXkFtZTcwNTQ0MDE1OQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Go Goa Gone,10403,"    A group of friends, just looking to have a good time in a rave party on a remote island in Goa, find out that the island is infested with Zombies.",2013,10-May-13,108 min,tt2436516,Go Goa Gone,2013-05-10
"     Director: Ajay Bahl |      Stars: Shadab Kamal,  Shilpa Shukla,  Dibyendu Bhattacharya,  Shikha Joshi ",A,"Crime, Drama            ",NA,6.5,"https://ia.media-imdb.com/images/M/MV5BMjI0NDM4MTQ0M15BMl5BanBnXkFtZTgwNjA5NTM0NDE@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,B.A. Pass,2758,    A young boy is seduced by a woman who later turns him into a gigolo (male prostitute).,2012,02-Aug-13,95 min,tt2408040,B.A. Pass,2013-08-02
"     Director: Saurabh Varma |      Stars: Manish Paul,  Dean Alexandrou,  Elli Avrram,  Varun Badola ",NA,"Comedy, Thriller            ",NA,6.1,"https://ia.media-imdb.com/images/M/MV5BMjAxNDIwNDczOV5BMl5BanBnXkFtZTgwNTE0MTUwMDE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Mickey Virus,2307,    When Delhi Police comes across an unusual case revolving around hacking they seek help of an expert who thinks like them only to come across a lazy hacker Mickey Arora.,2013,25-Oct-13,135 min,tt2796318,Mickey Virus,2013-10-25
"     Directors: Zoya Akhtar,  Dibakar Banerjee,  Karan Johar,  Anurag Kashyap |      Stars: Rani Mukerji,  Randeep Hooda,  Saqib Saleem,  Nawazuddin Siddiqui ",NA,Drama            ,NA,6.8,"https://ia.media-imdb.com/images/M/MV5BODQ5NTk3MDQ2OF5BMl5BanBnXkFtZTcwMTEyNjE0OQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Bombay Talkies,3947,    One hundred years of Hindi cinema is celebrated in four short stories showcasing the power of film.,2013,03-May-13,127 min,tt2797242,Bombay Talkies,2013-05-03
"     Director: Ayan Mukherjee |      Stars: Ranbir Kapoor,  Deepika Padukone,  Aditya Roy Kapoor,  Kalki Koechlin ",UA,"Comedy, Drama, Musical            ","3,827,466",7,"https://ia.media-imdb.com/images/M/MV5BODA4MjM2ODk4OF5BMl5BanBnXkFtZTcwNDgzODk1OQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Yeh Jawaani Hai Deewani,31057,"    Yeh Jawaani Hai Deewani is the story of the relationship between two characters, Bunny (Ranbir Kapoor) & Naina (Deepika Padukone), at two separate but defining times in their lives... first...                See full summary »",2013,31-May-13,160 min,tt2178470,Yeh Jawaani Hai Deewani,2013-05-31
"     Director: Ashima Chibber |      Stars: Saqib Saleem,  Rhea Chakraborty,  Ram Kapoor,  Prabal Panjabi ",NA,"Comedy, Drama, Romance            ",NA,6.5,"https://ia.media-imdb.com/images/M/MV5BZTdhZDRkZTYtM2IwMy00MjkwLThkOTMtYWQ5YTI4ODM0MjNkXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_UY209_CR8,0,140,209_AL_.jpg",-1,Mere Dad Ki Maruti,4018,"    In the midst of a loud Punjabi wedding, a boy sneaks his dad's fancy new car to impress the college hottie and all hell breaks loose when he loses it.",2013,15-Mar-13,101 min,tt2323964,Mere Dad Ki Maruti,2013-03-15
"     Director: Sanjay Leela Bhansali |      Stars: Ranveer Singh,  Deepika Padukone,  Supriya Pathak,  Sharad Kelkar ",NA,"Drama, Musical, Romance            ","2,674,134",6.4,"https://ia.media-imdb.com/images/M/MV5BNDljNWM1MzctM2E5NC00YjFkLWI2MDUtNzJkNGIyMGZmN2MwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR3,0,140,209_AL_.jpg",-1,Goliyon Ki Rasleela Ram-Leela,15243,"    Modern adaptation of William Shakespeare's 'Romeo and Juliet' with an Indian twist, the film focuses on the story of Ram and Leela, their love, lust and the drama afterwards.",2013,15-Nov-13,150 min,tt2215477,Ram Leela,2013-11-15
"     Director: Rakesh Roshan |      Stars: Priyanka Chopra,  Hrithik Roshan,  Amitabh Bachchan,  Kangana Ranaut ",NA,"Action, Adventure, Sci-Fi            ","2,191,343",5.3,"https://ia.media-imdb.com/images/M/MV5BMjI0MzU3MTM1Ml5BMl5BanBnXkFtZTgwOTk2MjQ0MDE@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Krrish 3,17773,"    Krrish and his scientist father have to save the world and their own family from an evil man named Kaal and his gang of mutants, led by the ruthless Kaya.",2013,01-Nov-13,152 min,tt1029231,Krrish 3,2013-11-01
"     Director: Raj Purohit |      Stars: Wamiqa Gabbi,  Izabelle Leite,  Mehak Manwani,  Highphill Mathew ",UA,"Drama, Romance, Thriller            ",NA,6.4,"https://ia.media-imdb.com/images/M/MV5BMTY0NzA4MDU0OV5BMl5BanBnXkFtZTcwMzMwOTg3OQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",-1,Sixteen,1478,"    Welcome to sixteen's world. A world where growing up has speeded up multifold times from the time you and me were kids. Once upon a time, it was the age of innocence, the age of sweetness, ...                See full summary »",2013,12-Jul-13,138 min,tt2976172,Sixteen ,2013-07-12
"     Director: Rohit Shetty |      Stars: Deepika Padukone,  Shah Rukh Khan,  Sathyaraj,  Nikitin Dheer ",UA,"Action, Comedy, Drama            ","5,306,729",6,"https://ia.media-imdb.com/images/M/MV5BZGFmMzQwNzEtZTIwNy00Nzc4LTk1YzEtYWFmNWUxZDYwODcwL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR2,0,140,209_AL_.jpg",45,Chennai Express,41853,    A man heading towards Rameshwaram via Chennai express to immerse his late grandfather's ashes unwillingly gets caught amidst goons after helping their boss's daughter and them board the train.,2013,09-Aug-13,141 min,tt2112124,Chennai Express,2013-08-09
